trip_number,so_number,vehicle_plate_no,pickup_arrival,pickup_name,dropoff_arrival,dropoff_name
P300290064,NA,JM2675,2021-01-21T09:00:00Z,PH Lipa CPW FG - Source,2021-01-22T23:59:59Z,PH Meycauayan Grocery - Destination
P300291020,4038123719,137704,2021-01-22T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-23T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300291211,4038017005,KAD4601,2021-01-22T14:00:00Z,PH Cagayan Grocery - Source,2021-01-22T23:23:00Z,SM Supermarket - Cagayan
P300291632,NA,NA,2021-01-30T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-02-04T09:59:00Z,PH Cagayan Grocery - Destination
P300290405,4037720153,ACN4785,2021-01-21T21:00:00Z,PH Mandaue Grocery - Source,2021-01-23T08:00:00Z,Puregold Price Club - Dulag Leyte
P300291607,NA,NA,2021-01-30T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-02-03T23:59:00Z,PH Cagayan Grocery - Destination
P300291634,NA,NA,2021-01-30T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-31T23:59:00Z,PH Cagayan Grocery - Destination
P300291625,NA,NA,2021-01-30T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-02-03T23:59:00Z,PH Cagayan Grocery - Destination
P300291615,NA,NA,2021-01-25T06:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-25T09:59:00Z,PH Cagayan Grocery - Destination
P300290387,4038144978,KVX123,2021-01-21T23:10:00Z,PH Cagayan Grocery - Source,2021-01-23T08:10:00Z,KCC Mall of Gensan
P300291321,4038203842,KVX170,2021-01-23T14:00:00Z,PH Cagayan Grocery - Source,2021-01-24T09:00:00Z,Interpace Corporation -Carmen
P300292606,4038231184,KVX211,2021-01-23T16:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-25T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300291215,4038119404,WIU986,2021-01-23T16:00:00Z,PH Cagayan Grocery - Source,2021-01-25T09:00:00Z,Gaisano Capital - San Francisco
P300291389,4037876722,ABJ9311,2021-01-23T22:00:00Z,PH Mandaue Grocery - Source,2021-01-25T23:30:00Z,FDC - Bohol
P300293533,4037931901,NA,2021-01-27T05:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T08:00:00Z,FDC - General Santos
P300293534,4037909621,00000000,2021-01-25T18:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T09:00:00Z,Rosabaya Distributors Incorporated
P300292329,4038063656,KVW954,2021-01-25T14:00:00Z,PH Cagayan Grocery - Source,2021-01-26T00:00:00Z,Suy Sing - Cagayan De Oro
P300286362,4037963613,RKZ541,2021-01-13T12:54:00Z,PH Mandaue Grocery - Source,2021-01-15T14:00:00Z,FDC - Bohol
P300290021,4037038818,NAM6641,2021-01-19T14:00:00Z,PH Mandaue Grocery - Source,2021-01-20T14:00:00Z,FDC - Bohol
P300283924,NA,NAR1498,2021-01-17T21:00:00Z,PH NPI Lipa IFT - Source,2021-01-18T23:59:00Z,PH Meycauayan Grocery - Destination
P300289270,NA,NBG3012,2021-01-20T07:00:00Z,"PH RM Foods, Inc. - Source",2021-01-22T00:00:00Z,PH Batino Grocery - Destination
P300284581,NA,NA,2021-01-16T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-17T23:59:00Z,PH Batino Grocery - Destination
P300292601,4038199946,ZF7663,2021-01-24T13:00:00Z,PH Mandaue Grocery - Source,2021-01-26T14:00:00Z,FDC - Bohol
P300293587,4038198430,ABK4101,2021-01-28T02:00:00Z,PH Mandaue Grocery - Source,2021-01-30T13:00:00Z,Puregold Price Club - Kananga
P300293167,4038086847,ABK4101,2021-01-26T10:00:00Z,PH Mandaue Grocery - Source,2021-01-28T08:00:00Z,Puregold Price Club - Palo
P300292935,4038120744,RJK963,2021-01-24T13:00:00Z,PH Cagayan Grocery - Source,2021-01-25T08:00:00Z,AFPCES - Camp Evnglsta Comm
P300293372,4038178110,KAD4602,2021-01-26T23:00:00Z,PH Cagayan Grocery - Source,2021-01-26T23:00:00Z,SM Snack Exchange - CDO Downtown
P300291409,4038218905,KVN734,2021-01-24T13:00:00Z,PH Cagayan Grocery - Source,2021-01-26T08:00:00Z,KCC Mall of Gensan
P300293003,4038066869,KVX115,2021-01-26T15:00:00Z,PH Cagayan Grocery - Source,2021-01-26T23:20:00Z,NA
P300291328,4037749610,NFZ9114,2021-01-27T07:00:00Z,PH Cofipack - Source,2021-01-27T09:00:00Z,Rosabaya Distributors Incorporated
P300293872,4038321789,KAD4601,2021-01-27T15:00:00Z,PH Cagayan Grocery - Source,2021-01-27T22:07:00Z,Save More - Capistrano
P300293850,4038312359,RJK963,2021-01-27T14:00:00Z,PH Cagayan Grocery - Source,2021-01-28T06:00:00Z,Unipace - Cagayan De Oro
P300288179,NA,NAD6565,2021-01-20T17:00:00Z,PH NPI Lipa IFT - Source,2021-01-21T23:59:00Z,PH Meycauayan Grocery - Destination
P300288207,NA,JM3158,2021-01-23T04:00:00Z,PH Tanauan - Source,2021-01-25T00:00:00Z,PH Meycauayan Grocery - Destination
P300291329,4037896566,RLE353,2021-01-27T09:00:00Z,PH Cofipack - Source,2021-01-27T10:00:00Z,Rosabaya Distributors - Tagum
P300291622,NA,NA,2021-01-28T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cagayan Grocery - Destination
P300291990,NA,NA,2021-01-29T15:00:00Z,"PH RM Foods, Inc. - Source",2021-01-30T23:59:00Z,PH Batino Grocery - Destination
P300288073,NA,137705,2021-01-28T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-22T23:59:00Z,PH Cagayan Grocery - Destination
P300292188,NA,NA,2021-01-28T12:00:00Z,PH Tanauan - Source,2021-01-29T23:59:00Z,PH Meycauayan Grocery - Destination
P300291604,NA,NA,2021-01-28T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cagayan Grocery - Destination
P300293053,NA,NA,2021-01-28T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cofipack - Destination
P300291603,NA,NA,2021-01-28T17:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-29T23:59:00Z,PH Cagayan Grocery - Destination
P300291620,NA,NA,2021-01-27T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-28T23:59:00Z,PH Cagayan Grocery - Destination
P300291983,NA,NA,2021-01-27T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-28T23:59:00Z,PH Batino Grocery - Destination
P300291624,NA,NA,2021-01-29T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-30T23:59:00Z,PH Cagayan Grocery - Destination
P300291896,NA,NA,2021-01-29T15:00:00Z,PH NPI Lipa IFT - Source,2021-01-30T23:59:00Z,PH Meycauayan Grocery - Destination
P300288962,4038055287,137704,2021-01-18T00:28:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-18T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300293952,4038248566,AAT1635,2021-01-28T01:00:00Z,PH Cagayan Grocery - Source,2021-02-01T04:00:00Z,Gaisano Center - Tagum
P300294107,4038279795,KVW909,2021-01-28T12:00:00Z,PH Cagayan Grocery - Source,2021-01-29T08:00:00Z,Suy Sing - Cagayan De Oro
P300292187,,NAD6565,2021-01-27T20:00:00Z,PH Tanauan - Source,2021-01-29T00:00:00Z,PH Meycauayan Grocery - Destination
P300291894,,NAR1498,2021-01-28T02:00:00Z,PH NPI Lipa IFT - Source,2021-01-29T23:59:00Z,PH Meycauayan Grocery - Destination
P300293374,4037918080,KVW954,2021-01-27T17:00:00Z,PH Cagayan Grocery - Source,2021-01-28T04:00:00Z,7-11 CDO Warehouse
P300282874,NA,JM3012,2021-01-08T10:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T23:59:00Z,PH Cofipack - Destination
P300276846,NA,RNE755,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300276845,NA,NA,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300276802,NA,ANA8168,2021-01-06T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-08T23:59:00Z,PH Cagayan Grocery - Destination
P300276826,NA,FWN742,2021-01-07T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-08T00:00:00Z,PH Cagayan Grocery - Destination
P300276837,NA,NA,2021-01-08T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T00:00:00Z,PH Cagayan Grocery - Destination
P300284454,NA,UVQ414,2021-01-11T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300284427,NA,RNE755,2021-01-11T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300283839,NA,NA,2021-01-12T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cofipack - Destination
P300284425,NA,RNE755,2021-01-16T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-16T16:59:00Z,PH Cagayan Grocery - Destination
P300293642,4038236777,KVX109,2021-01-28T02:00:00Z,PH Mandaue Grocery - Source,2021-01-30T08:00:00Z,Puregold Price Club - Dulag Leyte
P300294096,4038306330,KAD4601,2021-01-29T17:00:00Z,PH Cagayan Grocery - Source,2021-01-30T07:35:13Z,SM Supermarket - Butuan
P300294436,4038292628,KVX115,2021-01-29T17:00:00Z,PH Cagayan Grocery - Source,2021-01-30T05:00:00Z,SM Supermarket - Cagayan
P300284450,NA,FWN742,2021-01-11T06:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300284443,NA,ANA8168,2021-01-12T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300284432,NA,FWN742,2021-01-12T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300291981,NA,NAB8023,2021-01-27T03:00:00Z,"PH RM Foods, Inc. - Source",2021-01-28T23:59:00Z,PH Batino Grocery - Destination
P300294430,4038234651,ACN4785,2021-01-30T01:00:00Z,PH Mandaue Grocery - Source,2021-01-31T23:37:04Z,SM Hypermarket - Ormoc
P300294358,4038239611,KVW907,2021-01-30T11:00:00Z,PH Mandaue Grocery - Source,2021-02-01T03:59:00Z,Robinson's Supermarket - Abucay
P300293590,4038246906,WQC386,2021-01-28T01:00:00Z,PH Mandaue Grocery - Source,2021-01-30T08:00:00Z,Puregold Price Club - Carigara
P300294367,4038340501,RJK963,2021-01-31T16:00:00Z,PH Cagayan Grocery - Source,2021-02-01T07:00:00Z,Robinson's Supermarket - Butuan
P300296555,4038356387,KVX105,2021-01-31T19:00:00Z,PH Mandaue Grocery - Source,2021-02-03T00:00:00Z,Gaisano Capital - Riverside
P300295214,4038140447,KVX211,2021-01-31T04:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-02-01T07:32:00Z,No. 1 Supplier Inc. - Bacolod
P300294634,4038385426,KAD4601,2021-01-31T15:00:00Z,PH Cagayan Grocery - Source,2021-02-01T05:00:00Z,Gaisano City - Osmena
P300293166,4038166879,ZF7663,2021-01-25T20:00:00Z,PH Mandaue Grocery - Source,2021-01-27T17:46:00Z,NA
P300293638,4038086640,CDK4043,2021-01-28T13:00:00Z,PH Mandaue Grocery - Source,2021-01-29T14:00:00Z,FDC - Bohol
P300289601,4037923314,CDK4043,2021-01-19T00:53:00Z,PH Mandaue Grocery - Source,2021-01-21T08:00:00Z,Puregold Price Club - Alangalang
P300288885,4038024631,180110,2021-01-18T19:00:00Z,PH Mandaue Grocery - Source,2021-01-20T09:00:00Z,FDC - Sogod Satellite Warehouse
P300294620,4038151953,KVU104,2021-01-31T16:00:00Z,PH Cagayan Grocery - Source,2021-02-01T09:24:37Z,FDC - CDO
P300291993,NA,NBC8023,2021-01-30T10:00:00Z,"PH RM Foods, Inc. - Source",2021-01-31T23:59:00Z,PH Batino Grocery - Destination
P300291979,NA,NA,2021-01-26T07:00:00Z,"PH RM Foods, Inc. - Source",2021-01-27T23:59:00Z,PH Batino Grocery - Destination
P300291897,NA,NA,2021-01-30T00:00:00Z,PH NPI Lipa IFT - Source,2021-01-31T23:59:00Z,PH Meycauayan Grocery - Destination
P300292191,NA,NA,2021-01-30T20:00:00Z,PH Tanauan - Source,2021-01-31T23:59:00Z,PH Meycauayan Grocery - Destination
P300294185,NA,NA,2021-01-31T00:00:00Z,PH Tanauan - Source,2021-02-02T23:59:00Z,PH Meycauayan Grocery - Destination
P300288218,NA,NAD6565,2021-01-23T23:00:00Z,PH Tanauan - Source,2021-01-27T00:00:00Z,PH Meycauayan Grocery - Destination
P300291996,NA,NA,2021-01-31T03:00:00Z,"PH RM Foods, Inc. - Source",2021-02-01T23:50:00Z,PH Batino Grocery - Destination
P300294186,NA,NA,2021-01-31T03:00:00Z,PH Tanauan - Source,2021-02-02T23:59:00Z,PH Meycauayan Grocery - Destination
P300289822,4037750367,RLE353,2021-01-22T09:00:00Z,PH Cofipack - Source,2021-01-23T15:48:00Z,Rosabaya Distributors Incorporated
P300279956,4037395225,137706,2021-01-04T23:10:00Z,PH Cagayan Grocery - Source,2021-01-06T08:55:40Z,FDC - General Santos
P300279925,4037577076,ABD1085,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,MDSI - North Mindanao
P300279926,4037509122,ANA8150,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,MDSI - North Mindanao
P300279529,4037465836,NCE1173,2021-01-04T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-04T07:32:00Z,No. 1 Supplier Inc. - Bacolod
P300279270,NA,NBG3012,2021-01-02T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-03T23:59:00Z,PH Batino Grocery - Destination
P300279274,NA,NA,2021-01-03T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-04T23:59:00Z,PH Batino Grocery - Destination
P300279277,NA,NBC8023,2021-01-04T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-05T23:59:00Z,PH Batino Grocery - Destination
P300279815,4037372162,KVW907,2021-01-03T23:00:00Z,PH Mandaue Grocery - Source,2021-01-05T23:30:00Z,FDC - Bohol
P300279886,4037585910,RKJ 963,2021-01-04T05:35:23Z,PH Cagayan Grocery - Source,2021-01-04T10:00:00Z,FDC - CDO
P300279899,4037562039,KVU 827,2021-01-04T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,FDC - Valencia
P300279921,4037397912,KVW 993,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,FDC - General Santos
P300279912,4037578179,RNW 357,2021-01-04T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,FDC - Valencia
P300278932,NA,NA,2021-01-03T23:00:00Z,PH Tanauan - Source,2021-01-04T23:59:00Z,PH Meycauayan Grocery - Destination
P300276820,NA,ANA8168,2021-01-02T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-03T00:00:00Z,PH Cagayan Grocery - Destination
P300276808,NA,RNE755,2021-01-03T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-04T00:00:00Z,PH Cagayan Grocery - Destination
P300276828,NA,UVQ414,2021-01-02T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-04T00:00:00Z,PH Cagayan Grocery - Destination
P300276804,NA,RNE755,2021-01-02T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-03T00:00:00Z,PH Cagayan Grocery - Destination
P300276815,NA,NA,2021-01-03T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-04T00:00:00Z,PH Cagayan Grocery - Destination
P300276816,NA,UVQ414,2021-01-03T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-05T00:00:00Z,PH Cagayan Grocery - Destination
P300291023,4038199438,KDK221,2021-01-22T17:00:00Z,PH Cagayan Grocery - Source,2021-01-26T01:15:00Z,Gaisano Grand - Savers Mall
P300290401,4038028824,KVW907,2021-01-21T21:00:00Z,PH Mandaue Grocery - Source,2021-01-23T08:00:00Z,Puregold Price Club - Carigara
P300291212,4038212478,AAT1635,2021-01-22T20:00:00Z,PH Cagayan Grocery - Source,2021-01-25T08:00:00Z,Gaisano Grand - Bayugan
P300291216,4038202118,ABB5458,2021-01-22T22:00:00Z,PH Cagayan Grocery - Source,2021-01-25T08:00:00Z,Gaisano Grand - San Francisco
P300290240,4038033865,ABK2825,2021-01-21T23:00:00Z,PH Mandaue Grocery - Source,2021-01-23T13:00:00Z,Puregold Price Club - Marasbaras
P300290388,4038032601,KVX836,2021-01-21T13:00:00Z,PH Cagayan Grocery - Source,2021-01-23T08:10:00Z,KCC Mall of Gensan
P300290807,4038069327,AAT4643,2021-01-21T14:00:00Z,PH Cagayan Grocery - Source,2021-01-21T23:00:00Z,Robinson's Supermarket - Limketkai
P300290389,4038109914,KVX115,2021-01-21T22:29:44Z,PH Cagayan Grocery - Source,2021-01-23T09:00:00Z,Gaisano Capital Surigao
P300289595,4038107441,ADC4767,2021-01-19T23:10:00Z,PH Cagayan Grocery - Source,2021-01-20T08:00:00Z,FDC - Valencia
P300288204,NA,NA,2021-01-22T23:00:00Z,PH Tanauan - Source,2021-01-23T23:59:00Z,PH Meycauayan Grocery - Destination
P300289264,NA,JM2675,2021-01-19T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-20T23:59:00Z,PH Batino Grocery - Destination
P300283835,NA,FWN742,2021-01-27T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-17T23:59:00Z,PH Cagayan Grocery - Destination
P300283829,NA,ANA8147,2021-01-26T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-14T23:59:00Z,PH Cagayan Grocery - Destination
P300288090,NA,FWN742,2021-01-30T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T23:59:00Z,PH Cagayan Grocery - Destination
P300290152,NA,JM3166,2021-01-18T18:00:00Z,PH NPI Lipa IFT - Source,2021-01-19T23:59:00Z,PH Meycauayan Grocery - Destination
P300280855,4037622225,KVX115,2021-01-06T03:51:14Z,PH Cagayan Grocery - Source,2021-01-06T06:00:00Z,SM Supermarket - Cagayan
P300284001,NA,NBG3012,2021-01-17T23:59:00Z,PH Lipa CPW FG - Source,2021-01-18T00:00:00Z,PH Meycauayan Grocery - Destination
P300287663,NA,NBC8023,2021-01-19T21:00:00Z,PH Lipa CPW FG - Source,2021-01-20T12:25:00Z,PH Meycauayan Grocery - Destination
P300284586,NA,JM3162,2021-01-15T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-16T23:59:00Z,PH Batino Grocery - Destination
P300288069,NA,NA,2021-01-19T13:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-20T23:59:00Z,PH Cagayan Grocery - Destination
P300263478,NA,NA,2021-01-19T00:00:00Z,PH Tanauan - Source,2021-01-20T02:15:17Z,"PH RM Foods, Inc. - Destination"
P300287287,4037487690,AWA3240,2021-01-16T23:14:20Z,PH Cagayan Grocery - Source,2021-01-18T08:00:00Z,FDC - General Santos
P300287723,4037853857,JM0314,2021-01-16T07:30:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-19T09:30:00Z,"Maguindanao Distribution System,Inc"
P300287385,4038042616,AAT4643,2021-01-15T20:09:34Z,PH Cagayan Grocery - Source,2021-01-15T22:04:52Z,Gaisano City - Osmena
P300285681,4037899474,130106,2021-01-13T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-13T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300287109,4038030500,ADK4043,2021-01-16T19:00:00Z,PH Mandaue Grocery - Source,2021-01-18T09:00:00Z,Gaisano Capital - Riverside
P300285690,4037852135,AMA2794,2021-01-11T04:54:00Z,PH Mandaue Grocery - Source,2021-01-13T06:00:00Z,FDC-Tagbilaran
P300289259,4037869926,137705,2021-01-19T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-21T04:48:02Z,Primus Ventures
P300276840,NA,RNE755,2021-01-08T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T00:00:00Z,PH Cagayan Grocery - Destination
P300276842,NA,ANA8147,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300284585,NA,JM2675,2021-01-16T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-17T23:59:00Z,PH Batino Grocery - Destination
P300283922,,NAR1498,2021-01-16T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-17T23:59:00Z,PH Meycauayan Grocery - Destination
P300280781,4037366789,NDC4767,2021-01-05T06:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,FDC - CDO
P300281952,4037785216,137705,2021-01-07T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-07T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300282022,4037551210,KVU104,2021-01-07T02:00:00Z,PH Cagayan Grocery - Source,2021-01-07T09:24:37Z,FDC - CDO
P300281479,NA,NA,2021-01-10T23:00:00Z,PH Lipa CPW FG - Source,2021-01-11T23:59:00Z,PH Meycauayan Grocery - Destination
P300282876,NA,NA,2021-01-09T08:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T23:59:00Z,PH Cofipack - Destination
P300282574,4037554549,NCE1173,2021-01-08T00:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-08T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300282549,4037828131,AWA3240,2021-01-09T03:43:31Z,PH Cagayan Grocery - Source,2021-01-09T08:00:00Z,FDC - Valencia
P300284428,NA,NA,2021-01-13T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-14T23:59:00Z,PH Cagayan Grocery - Destination
P300282027,4037585851,RLT 958,2021-01-07T23:00:00Z,PH Cagayan Grocery - Source,2021-01-08T10:16:29Z,FDC - Valencia
P300280605,4037327204,NAT3144,2021-01-05T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-05T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300280602,4037161908,137705,2021-01-05T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-05T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300284217,NA,JM3166,2021-01-15T16:06:12Z,PH Tanauan - Source,2021-01-16T00:00:00Z,PH Meycauayan Grocery - Destination
P300276848,NA,ANA8147,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300287493,NA,NA,2021-01-19T23:00:00Z,PH Lipa CPW FG - Source,2021-01-20T23:59:00Z,PH Meycauayan Grocery - Destination
P300263482,NA,NA,2021-01-19T23:00:00Z,PH Tanauan - Source,2021-01-20T23:59:00Z,"PH RM Foods, Inc. - Destination"
P300284222,NA,NBG3011,2021-01-17T23:00:00Z,PH Tanauan - Source,2021-01-18T23:59:00Z,PH Meycauayan Grocery - Destination
P300281196,NA,NA,2021-01-10T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-10T23:30:00Z,PH Meycauayan Grocery - Destination
P300284422,NA,NA,2021-01-14T01:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-15T23:59:00Z,PH Cagayan Grocery - Destination
P300284421,NA,NA,2021-01-15T06:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-15T09:59:00Z,PH Cagayan Grocery - Destination
P300284461,NA,NA,2021-01-15T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-16T03:59:00Z,PH Cagayan Grocery - Destination
P300283858,NA,NA,2021-01-16T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-17T23:59:00Z,PH Cofipack - Destination
P300282078,4037251128,KVX105,2021-01-07T14:00:00Z,PH Mandaue Grocery - Source,2021-01-08T14:00:00Z,FDC - Bohol
P300284423,NA,NA,2021-01-15T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-20T12:59:00Z,PH Cagayan Grocery - Destination
P300282866,4037787459,KAD4602,2021-01-08T02:03:14Z,PH Cagayan Grocery - Source,2021-01-10T08:00:00Z,Gaisano Grand - San Francisco
P300283998,NA,NA,2021-01-15T23:00:00Z,PH Lipa CPW FG - Source,2021-01-16T23:59:00Z,PH Meycauayan Grocery - Destination
P300282029,4037538911,137706,2021-01-07T23:00:00Z,PH Cagayan Grocery - Source,2021-01-08T10:16:29Z,FDC - Valencia
P300282570,4037564544,NCE1173,2021-01-08T00:28:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-08T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300282038,4037484995,1459179,2021-01-07T23:14:20Z,PH Cagayan Grocery - Source,2021-01-09T08:00:00Z,FDC - General Santos
P300284449,NA,NA,2021-01-14T06:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-15T23:59:00Z,PH Cagayan Grocery - Destination
P300283351,4037549643,KAD4602,2021-01-08T21:13:01Z,PH Cagayan Grocery - Source,2021-01-08T22:24:25Z,SM Supermarket - Cagayan
P300282596,4037776448,KDK221,2021-01-07T22:00:00Z,PH Cagayan Grocery - Source,2021-01-11T02:15:00Z,Gaisano Grand Mall - Digos
P300283061,4037809257,KVX105,2021-01-09T23:00:00Z,PH Mandaue Grocery - Source,2021-01-11T09:00:00Z,FDC - Sogod Satellite Warehouse
P300282889,4037564763,ABJ9311,2021-01-09T01:41:39Z,PH Mandaue Grocery - Source,2021-01-11T03:00:00Z,Save More - Tacloban
P300286585,4037900493,KAD4601,2021-01-14T04:56:49Z,PH Cagayan Grocery - Source,2021-01-14T06:00:00Z,Save More - Agora
P300280426,4037475323,KVW 909,2021-01-04T23:21:20Z,PH Cagayan Grocery - Source,2021-01-05T08:00:00Z,Puregold Price Club - Butuan United
P300286718,4037894894,137704,2021-01-15T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-15T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300286720,4037998038,137704,2021-01-15T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-15T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300285575,4037812043,KVX123,2021-01-14T06:52:18Z,PH Cagayan Grocery - Source,2021-01-14T08:00:00Z,Suy Sing - Cagayan De Oro
P300281137,4037571461,KVW954,2021-01-06T23:00:00Z,PH Cagayan Grocery - Source,2021-01-07T09:00:00Z,FDC - Valencia
P300287100,4037967550,ADC4767,2021-01-16T08:00:00Z,PH Mandaue Grocery - Source,2021-01-17T22:00:00Z,SM Hypermarket - Ormoc
P300286802,4038021580,KVU104,2021-01-16T05:00:00Z,PH Cagayan Grocery - Source,2021-01-16T10:00:00Z,FDC - CDO
P300287759,NA,NA,2021-01-19T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-20T23:59:00Z,PH Cagayan Grocery - Destination
P300286714,4037964396,NCE1173,2021-01-15T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-15T15:00:00Z,No. 1 Supplier Inc. - Bacolod
P300283853,NA,ANA8147,2021-01-14T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-15T23:59:00Z,PH Cofipack - Destination
